categorie_interne;categorie_fr;groupe_uicategory;nom_interne;nom_fr;touche
vehicle_general;Véhicule terrestre : général;Véhicule;v_toggle_all_portlocks;Verrouiller tous les ports (ON/OFF);ralt+K
vehicle_general;Véhicule terrestre : général;Véhicule;v_lock_all_ports;Verrouiller tous les ports;non assigné
vehicle_general;Véhicule terrestre : général;Véhicule;v_unlock_all_ports;Déverrouiller tous les ports;non assigné
vehicle_general;Véhicule terrestre : général;Véhicule;v_starmap;Carte;f2
vehicle_general;Véhicule terrestre : général;Véhicule;visor_wipe;Essuyer la visière du casque;lalt+x
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_move_forward;Avancer;w
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_move_back;Reculer;s
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_move;Avancer/Reculer;non assigné
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_yaw_left;Tourner à gauche;a
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_yaw_right;Tourner à droite;d
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_yaw;Lacet à gauche/droite (axe/HOTAS);non assigné
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_yaw_mouse;Lacet à gauche/droite (Souris);non assigné
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_pitch_up;(EN) Ground Vehicles - Pitch Up;non assigné
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_pitch_down;(EN) Ground Vehicles - Pitch Down;non assigné
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_pitch;Tangage vers le haut/bas (axe, HOTAS);non assigné
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_pitch_mouse;Tangage vers le haut/bas (souris);non assigné
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_brake;Freiner;x
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_view_dynamic_zoom_rel;Zoom avant et arrière dynamique (rel.);non assigné
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_view_dynamic_zoom_rel_in;Zoom avant dynamique (rel.);non assigné
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_view_dynamic_zoom_rel_out;Zoom arrière dynamique (rel.);non assigné
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_view_dynamic_zoom_abs;Zoom avant et arrière dynamique (abs.);non assigné
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_view_dynamic_zoom_abs_toggle;Zoom dynamique ON/OFF (abs.);non assigné
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_boost;Turbo;lshift
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_lock_rotation;Verrouiller le mouvement de tangage/lacet (ON/OFF, maintenir);rshift
vehicle_driver;Véhicule terrestre : déplacement;Véhicule;v_mgv_switch_brake_on_idle;(EN) Toggle Auto Braking On Idle;c
debug;(libellé non trouvé);;godmode;(libellé non trouvé);f9
debug;(libellé non trouvé);;pause_and_fly;(libellé non trouvé);pause
debug;(libellé non trouvé);;toggleaidebugdraw;(libellé non trouvé);f11
debug;(libellé non trouvé);;ai_DebugCenterViewAgent;(libellé non trouvé);np_divide
debug;(libellé non trouvé);;togglepdrawhelpers;(libellé non trouvé);f10
debug;(libellé non trouvé);;mannequin_debugai;(libellé non trouvé);np_multiply
debug;(libellé non trouvé);;pl_result_state_debug_target;(libellé non trouvé);np_period
debug;(libellé non trouvé);;mov_advance_all_sequences;(libellé non trouvé);end
debug;(libellé non trouvé);;mov_pause_resume_all_sequences;(libellé non trouvé);home
IFCS_controls;(libellé non trouvé);;v_IFCS_A;(libellé non trouvé);rctrl+a
IFCS_controls;(libellé non trouvé);;v_IFCS_B;(libellé non trouvé);rctrl+b
IFCS_controls;(libellé non trouvé);;v_IFCS_X;(libellé non trouvé);rctrl+x
IFCS_controls;(libellé non trouvé);;v_IFCS_Y;(libellé non trouvé);rctrl+y
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_next_target;Cible en Caméra spectateur (suivante);non assigné
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_prev_target;Cible en Caméra spectateur (précédente);non assigné
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_toggle_lock_target;Verrouillage de cibles en Caméra spectateur;1
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_zoom;Zoom en Caméra spectateur;non assigné
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_zoom_in;Zoom avant en Caméra spectateur;non assigné
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_zoom_out;Zoom arrière en Caméra spectateur;non assigné
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_rotateyaw_mouse;Rotation en lacet en Caméra spectateur;non assigné
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_rotatepitch_mouse;Rotation en tangage en Caméra spectateur;non assigné
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_rotateyaw;Rotation en lacet en Caméra spectateur;non assigné
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_rotatepitch;Rotation en tangage en Caméra spectateur;non assigné
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_toggle_hud;HUD en Caméra spectateur (ON/OFF);b
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_gen_nextcamera;(libellé non trouvé);n
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_gen_nextmode;Mode Caméra spectateur (suivant);f4
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_gen_prevmode;Mode Caméra spectateur (précédent);non assigné
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_moveleft;(libellé non trouvé);a
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_moveright;(libellé non trouvé);d
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_moveforward;(libellé non trouvé);w
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_moveback;(libellé non trouvé);s
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_moveup;(libellé non trouvé);space
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_movedown;(libellé non trouvé);lctrl
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_freecam_sprint;(libellé non trouvé);lshift
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_toggle_freecam;(libellé non trouvé);z
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_toggle_thirdperson;(libellé non trouvé);f4
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_roll_left;(libellé non trouvé);q
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_roll_right;(libellé non trouvé);e
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_speed_increment;(libellé non trouvé);non assigné
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_speed_decrement;(libellé non trouvé);non assigné
spectator;Electronic Access : spectateur;Electronic Access : spectateur;spectate_free_look;(libellé non trouvé);z
default;Social : général;Social : général;skip_cutscene;(libellé non trouvé);non assigné
default;Social : général;Social : général;cam_toggle_cinematic;(libellé non trouvé);backspace
default;Social : général;Social : général;objectives;(libellé non trouvé);o
default;Social : général;Social : général;toggle_trackview;(libellé non trouvé);]
default;Social : général;Social : général;toggle_action_profile;(libellé non trouvé);non assigné
default;Social : général;Social : général;respawn;Respawn;f
default;Social : général;Social : général;retry;(libellé non trouvé);x
default;Social : général;Social : général;ready;(libellé non trouvé);x
default;Social : général;Social : général;pl_exit;Quitter le siège;y
default;Social : général;Social : général;flymode;(libellé non trouvé);f3
default;Social : général;Social : général;flymode_strafe_up;(libellé non trouvé);space
default;Social : général;Social : général;flymode_strafe_down;(libellé non trouvé);lctrl
default;Social : général;Social : général;flymode_roll_left;(libellé non trouvé);q
default;Social : général;Social : général;flymode_roll_right;(libellé non trouvé);e
default;Social : général;Social : général;ui_toggle_pause;(libellé non trouvé);escape
default;Social : général;Social : général;ui_click;(libellé non trouvé);enter
default;Social : général;Social : général;ui_back;(libellé non trouvé);escape
default;Social : général;Social : général;ui_up;(libellé non trouvé);up
default;Social : général;Social : général;ui_down;(libellé non trouvé);down
default;Social : général;Social : général;ui_left;(libellé non trouvé);left
default;Social : général;Social : général;ui_right;(libellé non trouvé);right
default;Social : général;Social : général;ui_select;(libellé non trouvé);enter
default;Social : général;Social : général;ui_secondary_select;(libellé non trouvé);non assigné
default;Social : général;Social : général;ui_radialmenu_pageleft;(libellé non trouvé);left
default;Social : général;Social : général;ui_radialmenu_pageright;(libellé non trouvé);right
default;Social : général;Social : général;ui_confirm;(libellé non trouvé);non assigné
default;Social : général;Social : général;ui_reset;(libellé non trouvé);non assigné
default;Social : général;Social : général;ui_skip_video;(libellé non trouvé);space
default;Social : général;Social : général;ui_hide_hint;(libellé non trouvé);f
default;Social : général;Social : général;ui_primaryTab_increment;(libellé non trouvé);e
default;Social : général;Social : général;ui_primaryTab_decrement;(libellé non trouvé);q
default;Social : général;Social : général;ui_secondaryTab_increment;(libellé non trouvé);non assigné
default;Social : général;Social : général;ui_secondaryTab_decrement;(libellé non trouvé);non assigné
default;Social : général;Social : général;ui_focus_increment;(libellé non trouvé);tab
default;Social : général;Social : général;ui_focus_decrement;(libellé non trouvé);lshift+tab
default;Social : général;Social : général;flashui_mouse;(libellé non trouvé);non assigné
default;Social : général;Social : général;flashui_return;(libellé non trouvé);non assigné
default;Social : général;Social : général;flashui_backspace;(libellé non trouvé);backspace
default;Social : général;Social : général;flashui_spacebar;(libellé non trouvé);space
default;Social : général;Social : général;flashui_tab;(libellé non trouvé);tab
default;Social : général;Social : général;flashui_kp_2;(libellé non trouvé);non assigné
default;Social : général;Social : général;flashui_kp_3;(libellé non trouvé);non assigné
default;Social : général;Social : général;flashui_kp_4;(libellé non trouvé);non assigné
default;Social : général;Social : général;flashui_kp_7;(libellé non trouvé);non assigné
default;Social : général;Social : général;flashui_up;(libellé non trouvé);up
default;Social : général;Social : général;flashui_down;(libellé non trouvé);down
default;Social : général;Social : général;flashui_left;(libellé non trouvé);left
default;Social : général;Social : général;flashui_right;(libellé non trouvé);right
default;Social : général;Social : général;notification_accept;(EN) Notifications - Accept Prompt;lbracket
default;Social : général;Social : général;notification_decline;(EN) Notifications - Decline Prompt;rbracket
default;Social : général;Social : général;toggle_contact;Appli CommLink (ON/OFF);f11
default;Social : général;Social : général;toggle_chat;Fenêtre de discussion (ON/OFF);f12
default;Social : général;Social : général;cycle_chat_lobby;(EN) Cycle Chat Lobby;tab
default;Social : général;Social : général;focus_on_chat_textinput;Centrer sur la fenêtre de discussion;non assigné
default;Social : général;Social : général;ui_copy;(libellé non trouvé);lctrl+c
default;Social : général;Social : général;ui_cut;(libellé non trouvé);lctrl+x
default;Social : général;Social : général;ui_paste;(libellé non trouvé);lctrl+v
ui_textfield;(libellé non trouvé);;ui_textfield_enter;(libellé non trouvé);non assigné
ui_textfield;(libellé non trouvé);;ui_textfield_backspace;(libellé non trouvé);backspace
ui_textfield;(libellé non trouvé);;ui_textfield_arrow_up;(libellé non trouvé);up
ui_textfield;(libellé non trouvé);;ui_textfield_arrow_down;(libellé non trouvé);down
ui_textfield;(libellé non trouvé);;ui_textfield_arrow_left;(libellé non trouvé);left
ui_textfield;(libellé non trouvé);;ui_textfield_arrow_right;(libellé non trouvé);right
ui_notification;Social : invitations;Social : général;ui_notification_accept;Accepter l’invitation;lbracket
ui_notification;Social : invitations;Social : général;ui_notification_decline;Décliner l’invitation;rbracket
ui_notification;Social : invitations;Social : général;ui_notification_ignore;Ignorer l’invitation (maintenir);rbracket
player_emotes;Social : Emotes;À PIED;emote_cs_forward;En avant;np_5
player_emotes;Social : Emotes;À PIED;emote_cs_left;À gauche;np_1
player_emotes;Social : Emotes;À PIED;emote_cs_right;À droite;np_3
player_emotes;Social : Emotes;À PIED;emote_cs_stop;Stop;np_2
player_emotes;Social : Emotes;À PIED;emote_cs_yes;Oui;np_4
player_emotes;Social : Emotes;À PIED;emote_cs_no;Non;np_6
player_emotes;Social : Emotes;À PIED;emote_agree;D’accord;non assigné
player_emotes;Social : Emotes;À PIED;emote_angry;Colère;non assigné
player_emotes;Social : Emotes;À PIED;emote_atease;Repos;non assigné
player_emotes;Social : Emotes;À PIED;emote_attention;Garde-à-vous;non assigné
player_emotes;Social : Emotes;À PIED;emote_blah;Blabla;non assigné
player_emotes;Social : Emotes;À PIED;emote_bored;Ennui;non assigné
player_emotes;Social : Emotes;À PIED;emote_bow;Révérence;non assigné
player_emotes;Social : Emotes;À PIED;emote_burp;Rot;non assigné
player_emotes;Social : Emotes;À PIED;emote_cheer;Hourra;non assigné
player_emotes;Social : Emotes;À PIED;emote_chicken;Froussard;non assigné
player_emotes;Social : Emotes;À PIED;emote_clap;Applaudissement;non assigné
player_emotes;Social : Emotes;À PIED;emote_come;Viens;non assigné
player_emotes;Social : Emotes;À PIED;emote_cry;Pleurer;non assigné
player_emotes;Social : Emotes;À PIED;emote_dance;Danser;non assigné
player_emotes;Social : Emotes;À PIED;emote_disagree;Désaccord;non assigné
player_emotes;Social : Emotes;À PIED;emote_failure;Échec;non assigné
player_emotes;Social : Emotes;À PIED;emote_flex;Muscles;non assigné
player_emotes;Social : Emotes;À PIED;emote_flirt;Bisou;non assigné
player_emotes;Social : Emotes;À PIED;emote_gasp;Surprise;non assigné
player_emotes;Social : Emotes;À PIED;emote_gloat;Jubiler;non assigné
player_emotes;Social : Emotes;À PIED;emote_greet;Saluer;non assigné
player_emotes;Social : Emotes;À PIED;emote_laugh;Rire;non assigné
player_emotes;Social : Emotes;À PIED;emote_launch;Confirmer le lancement;non assigné
player_emotes;Social : Emotes;À PIED;emote_point;Pointer;non assigné
player_emotes;Social : Emotes;À PIED;emote_rude;Vulgaire;non assigné
player_emotes;Social : Emotes;À PIED;emote_salute;Salut;non assigné
player_emotes;Social : Emotes;À PIED;emote_sit;S’asseoir;non assigné
player_emotes;Social : Emotes;À PIED;emote_sleep;Dormir;non assigné
player_emotes;Social : Emotes;À PIED;emote_smell;Odeur;non assigné
player_emotes;Social : Emotes;À PIED;emote_taunt;Provoquer;non assigné
player_emotes;Social : Emotes;À PIED;emote_threaten;Menacer;non assigné
player_emotes;Social : Emotes;À PIED;emote_wait;Attendre;non assigné
player_emotes;Social : Emotes;À PIED;emote_wave;Coucou;non assigné
player_emotes;Social : Emotes;À PIED;emote_whistle;Siffler;non assigné
player_input_optical_tracking;VoIP, FoIP et Suivi de la tête;VoIP, FoIP et Suivi de la tête;hmd_toggle;[Expérimental] VR : activer ou désactiver;np_divide
player_input_optical_tracking;VoIP, FoIP et Suivi de la tête;VoIP, FoIP et Suivi de la tête;hmd_recenter;[Expérimental] VR : recentrer l’appareil;np_5
player_input_optical_tracking;VoIP, FoIP et Suivi de la tête;VoIP, FoIP et Suivi de la tête;hmd_theater_mode_toggle;[Expérimental] VR : activer ou désactiver le mode Vidéo;lalt+np_5
player_input_optical_tracking;VoIP, FoIP et Suivi de la tête;VoIP, FoIP et Suivi de la tête;hmd_lens_display_toggle;[Expérimental] VR : activer ou désactiver la visière;non assigné
player_input_optical_tracking;VoIP, FoIP et Suivi de la tête;VoIP, FoIP et Suivi de la tête;headtrack_enabled;Activer le suivi de la tête;np_divide
player_input_optical_tracking;VoIP, FoIP et Suivi de la tête;VoIP, FoIP et Suivi de la tête;headtrack_hold;Suivi de la tête (maintenir);non assigné
player_input_optical_tracking;VoIP, FoIP et Suivi de la tête;VoIP, FoIP et Suivi de la tête;headtrack_recenter_device;Recentrer le dispositif de suivi de la tête (sauf TrackIR);np_5
player_input_optical_tracking;VoIP, FoIP et Suivi de la tête;VoIP, FoIP et Suivi de la tête;headtrack_camera_enabled;Activer/Désactiver le suivi de la tête pour la caméra à la troisième personne (ON/OFF);non assigné
player_input_optical_tracking;VoIP, FoIP et Suivi de la tête;VoIP, FoIP et Suivi de la tête;foip_pushtotalk;Appuyer pour parler avec le VoIP;np_add
player_input_optical_tracking;VoIP, FoIP et Suivi de la tête;VoIP, FoIP et Suivi de la tête;foip_pushtotalk_proximity;Parler avec le VoIP (à proximité uniquement);lalt+np_add
player_input_optical_tracking;VoIP, FoIP et Suivi de la tête;VoIP, FoIP et Suivi de la tête;foip_viewownplayer;Caméra à selfie FoIP;np_subtract
player_input_optical_tracking;VoIP, FoIP et Suivi de la tête;VoIP, FoIP et Suivi de la tête;foip_recalibrate;Recalibrer FoIP;np_multiply
player_input_optical_tracking;VoIP, FoIP et Suivi de la tête;VoIP, FoIP et Suivi de la tête;foip_cyclechannel;Parcourir les canaux audio;np_period
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_item_primary;(libellé non trouvé);non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_item_secondary;(libellé non trouvé);non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_interaction_mode;Mode Interaction;f
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_interaction_select;Activer Pensée intérieure;non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_select;Activer Pensée intérieure;non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_focus;Regarder;non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_zoom_in;Mode Interaction : zoom avant;non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_zoom_out;Mode Interaction : zoom arrière;non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_screen_focus_left;E.M.F. (gauche);a
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_screen_focus_right;E.M.F. (droite);d
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_screen_focus_up;E.M.F. (haut);w
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_screen_focus_down;E.M.F. (bas);s
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_personal_thought;Pensée intérieure (PI);lalt+f
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_camera_orbit;(EN) Inventory Orbit Camera Mode;non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_personal_back;Sortie;np_0
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_ui_back;(libellé non trouvé);non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_pit_inventory;(EN) Toggle Inventory (short press);i
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_pit_looting;(EN) Toogle Loot Screen (hold);i
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_pit_looting_toggle_view;(EN) Toggle Looting View;tab
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_pit_looting_toggle_weapon_attachments;(libellé non trouvé: ui_CIInteractionLootingToggleWeaponAttachments);q
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_pit_item_unstown;(libellé non trouvé);non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_pit_item_drop;Déposer l’objet;non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_pit_empty_backpack;Stocker toutes les ressources;non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_pit_player_actions;Actions du joueur (catégorie M.P.);non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_pit_emotes;Emotes (catégorie M.P.);non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_pit_ship_systems;Systèmes de navigation (catégorie M.P.);non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_pit_flight_systems;Systèmes de vol (catégorie M.P.);non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_pit_vehicle_actions;Actions du véhicule (catégorie M.P.);non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_pit_weapons_systems;Systèmes d’armes (catégorie M.P.);non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_pit_remote_turrets;Tourelle à distance (catégorie M.P.);non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_pit_item_actions;Actions de l’objet (catégorie M.P.);non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_pit_weapon_selection;Sélection d’armes (catégorie M.P.);non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_pit_mobiglas_actions;Actions du mobiGlas (catégorie M.P.);non assigné
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_pit_miningmode_actions;Actions du mode Extraction minière (catégorie M.P.);lalt+m
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_qs_weapons_pit_primary;Menu radial de sélection d’armes;1
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_qs_weapons_pit_secondary;Menu radial de sélection d’armes;1
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_qs_weapons_pit_sidearm;Menu radial de sélection d’armes;2
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_qs_grenades;Menu radial de sélection d’objets de lancer;g
player_choice;Raccourcis, interactions et pensée intérieure;Raccourcis, interactions et pensée intérieure;pc_qs_consumables;(EN) Consumable Select Radial Menu ;4
flycam;(libellé non trouvé);;flycam_rotateyaw;(libellé non trouvé);non assigné
flycam;(libellé non trouvé);;flycam_rotatepitch;(libellé non trouvé);non assigné
flycam;(libellé non trouvé);;flycam_rotateyaw_mouse;(libellé non trouvé);non assigné
flycam;(libellé non trouvé);;flycam_rotatepitch_mouse;(libellé non trouvé);non assigné
flycam;(libellé non trouvé);;flycam_movey;(libellé non trouvé);non assigné
flycam;(libellé non trouvé);;flycam_movefwd;(libellé non trouvé);w
flycam;(libellé non trouvé);;flycam_moveback;(libellé non trouvé);s
flycam;(libellé non trouvé);;flycam_movex;(libellé non trouvé);non assigné
flycam;(libellé non trouvé);;flycam_moveright;(libellé non trouvé);d
flycam;(libellé non trouvé);;flycam_moveleft;(libellé non trouvé);a
flycam;(libellé non trouvé);;flycam_movez;(libellé non trouvé);non assigné
flycam;(libellé non trouvé);;flycam_moveup;(libellé non trouvé);q
flycam;(libellé non trouvé);;flycam_movedown;(libellé non trouvé);e
flycam;(libellé non trouvé);;flycam_speedup;(libellé non trouvé);up
flycam;(libellé non trouvé);;flycam_speeddown;(libellé non trouvé);down
flycam;(libellé non trouvé);;flycam_turbo;(libellé non trouvé);space
flycam;(libellé non trouvé);;flycam_setpoint;(libellé non trouvé);z
flycam;(libellé non trouvé);;flycam_play;(libellé non trouvé);x
flycam;(libellé non trouvé);;flycam_clear;(libellé non trouvé);c
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_enable_camview_mode;Modificateur des commandes avancées de la caméra (maintenir);f4
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_switch_to_alternative;Modificateur des commandes avancées de la caméra (maintenir);z
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_save_view_1;Sauvegarder la vue 1;np_1
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_save_view_2;Sauvegarder la vue 2;np_2
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_save_view_3;Sauvegarder la vue 3;np_3
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_save_view_4;Sauvegarder la vue 4;np_4
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_save_view_5;Sauvegarder la vue 5;np_5
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_save_view_6;Sauvegarder la vue 6;np_6
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_save_view_7;Sauvegarder la vue 7;np_7
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_save_view_8;Sauvegarder la vue 8;np_8
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_save_view_9;Sauvegarder la vue 9;np_9
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_load_view_1;Charger la vue 1;np_1
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_load_view_2;Charger la vue 2;np_2
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_load_view_3;Charger la vue 3;np_3
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_load_view_4;Charger la vue 4;np_4
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_load_view_5;Charger la vue 5;np_5
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_load_view_6;Charger la vue 6;np_6
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_load_view_7;Charger la vue 7;np_7
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_load_view_8;Charger la vue 8;np_8
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_load_view_9;Charger la vue 9;np_9
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_reset_saved;Effacer la vue sauvegardée;np_0
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_move_target_X_pos;Compensation positive de X;right
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_move_target_X_neg;Compensation négative de  X;left
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_move_target_Y_pos;Compensation positive de Y/Point focal vers l’avant en Caméra spectateur libre;up
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_move_target_Y_neg;Compensation négative de Y/Point focal vers l’arrière en Caméra spectateur libre;down
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_move_target_Z_pos;Compensation positive de Z;pgup
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_move_target_Z_neg;Compensation négative de Z;pgdn
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_fov_in;Augmenter le champ de vision;np_add
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_fov_out;Réduire le champ de vision;np_subtract
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_fstop_in;Augmenter la profondeur de champ;home
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_fstop_out;Réduire la profondeur de champ;end
view_director_mode;Caméra : commandes avancées de la caméra;CAMÉRA;view_restore_defaults;Réinitialiser la vue actuelle;np_multiply
character_customizer;(libellé non trouvé);;character_customizer_yaw;(libellé non trouvé);non assigné
character_customizer;(libellé non trouvé);;character_customizer_pitch;(libellé non trouvé);non assigné
character_customizer;(libellé non trouvé);;character_customizer_gp_yaw;(libellé non trouvé);non assigné
character_customizer;(libellé non trouvé);;character_customizer_gp_pitch;(libellé non trouvé);non assigné
character_customizer;(libellé non trouvé);;character_customizer_zoom_in;(libellé non trouvé);non assigné
